Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,PreferredLoginDevice_0,PreferredLoginDevice_1,PreferredLoginDevice_2,PreferredPaymentMode_0,PreferredPaymentMode_1,PreferredPaymentMode_2,PreferredPaymentMode_3,PreferredPaymentMode_4,PreferedOrderCat_0,PreferedOrderCat_1,PreferedOrderCat_2,PreferedOrderCat_3,PreferedOrderCat_4,Churn
11.0,3,16.0,1,3.0,6,3,9,0,12.0,7.0,2.0,11.0,254.36,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0.0,1,14.0,0,2.0,3,1,1,1,14.0,1.0,1.0,2.0,123.78999999999999,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,1,31.0,0,2.0,3,5,2,0,14.0,0.0,1.0,4.0,132.11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.0,1,15.0,1,3.0,4,2,10,0,14.0,1.0,1.0,2.0,148.76,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
3.0,1,6.0,1,2.0,5,3,4,0,21.0,1.0,1.0,2.0,138.33,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.0,1,7.0,0,3.0,4,4,3,0,21.0,1.0,2.0,5.0,188.97,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15.0,1,32.0,0,2.0,3,5,4,1,17.0,0.0,2.0,0.0,231.91000000000003,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
20.0,3,9.0,0,4.0,4,5,10,0,15.0,13.0,16.0,10.0,295.48,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
18.0,1,13.0,0,2.0,3,3,5,1,19.0,1.0,1.0,2.0,144.77,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.0,1,14.0,1,2.0,4,5,8,0,11.0,1.0,1.0,0.0,125.61000000000001,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
7.0,1,11.0,0,3.0,5,4,10,0,12.0,2.0,2.0,3.0,163.38,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4.0,1,12.0,1,4.0,5,1,11,0,13.0,1.0,2.0,4.0,162.61,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,1,27.0,1,3.0,3,2,2,0,11.0,0.0,1.0,2.0,127.13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1.0,1,8.0,1,3.0,4,3,3,0,23.0,2.0,2.0,2.0,137.23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.0,1,21.0,0,3.0,4,1,2,1,13.0,5.0,8.0,8.0,200.53,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
20.0,1,22.0,1,3.0,4,4,7,0,15.0,2.0,2.0,4.0,315.81,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3.0,1,8.0,0,4.0,4,1,3,0,16.0,2.0,2.0,3.0,162.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.0,1,14.0,0,2.0,3,5,2,0,13.0,1.0,1.0,0.0,123.41,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
13.0,1,25.0,1,3.0,4,3,2,0,12.0,1.0,2.0,8.0,170.34,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5.0,3,14.0,0,3.0,4,4,2,1,11.0,6.0,11.0,9.0,152.28,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2.0,1,8.0,1,3.0,4,1,3,0,12.0,1.0,2.0,4.0,145.44,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
29.0,3,25.0,0,3.0,4,4,5,0,15.0,2.0,8.0,9.0,293.35,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
18.0,2,10.0,0,2.0,5,3,5,0,21.0,1.0,1.0,3.0,197.56,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5.0,3,12.0,1,3.0,4,3,3,0,20.0,1.0,2.0,3.0,208.46,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.0,1,31.0,1,3.0,3,1,2,1,24.0,0.0,1.0,1.0,127.94999999999999,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2.0,3,12.0,1,4.0,4,2,3,0,15.0,2.0,2.0,3.0,174.08,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
11.0,1,32.0,0,3.0,5,2,9,0,14.0,1.0,2.0,4.0,182.31,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3.0,3,35.0,1,3.0,3,5,9,0,19.0,1.0,1.0,3.0,141.15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
18.0,1,9.0,1,3.0,4,3,7,1,19.0,3.0,3.0,3.0,227.09,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,1,23.0,1,3.0,4,3,3,0,15.0,1.0,2.0,5.0,146.44,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,1,8.0,0,2.0,3,1,2,1,13.0,1.0,1.0,3.0,137.6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18.0,1,13.0,1,3.0,1,3,5,0,17.0,1.0,1.0,2.0,164.34,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
28.0,2,26.0,1,3.0,4,4,4,0,16.0,4.0,2.0,2.0,232.25,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4.0,1,14.0,1,2.0,4,4,1,1,16.0,2.0,2.0,2.0,126.57,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
9.0,3,14.0,1,3.0,3,1,4,1,21.0,0.0,1.0,2.0,126.44,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.0,3,18.0,0,3.0,1,4,2,0,15.0,0.0,1.0,0.0,127.16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0.0,1,15.0,0,2.0,3,5,8,0,22.0,1.0,1.0,4.0,142.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
18.0,1,8.0,1,4.0,2,5,4,0,16.0,2.0,3.0,3.0,175.33,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
13.0,1,11.0,0,3.0,4,3,2,0,14.0,4.0,4.0,9.0,175.42,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,3,29.0,1,3.0,4,3,3,0,12.0,2.0,2.0,3.0,159.47,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
30.0,1,11.0,0,2.0,4,4,3,1,13.0,1.0,1.0,4.0,205.52,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8.0,1,34.0,1,2.0,1,3,2,0,17.0,5.0,6.0,8.0,134.07,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
13.0,1,22.0,1,2.0,4,3,7,0,14.0,0.0,1.0,0.0,150.94,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,2,12.0,1,3.0,4,4,2,0,11.0,1.0,1.0,0.0,128.04,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9.0,1,14.0,1,2.0,1,1,5,0,17.0,0.0,1.0,3.0,125.71000000000001,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,3,6.0,0,3.0,3,4,2,1,16.0,1.0,1.0,4.0,132.02,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1.0,1,7.0,1,3.0,4,2,6,0,12.0,2.0,2.0,3.0,157.29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9.0,1,28.0,0,3.0,4,1,3,1,26.0,1.0,2.0,8.0,165.14,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12.0,1,17.0,1,4.0,4,3,2,0,18.0,1.0,2.0,3.0,151.84,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
22.0,3,14.0,1,4.0,4,5,6,0,12.0,1.0,3.0,3.0,179.86,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
10.0,1,21.0,1,4.0,4,1,2,1,18.0,3.0,5.0,12.0,190.86,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,1,14.0,1,2.0,3,3,2,0,20.0,1.0,1.0,0.0,123.77000000000001,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,1,6.0,1,2.0,4,1,7,0,22.0,2.0,2.0,2.0,147.75,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
19.0,1,21.0,1,2.0,3,4,6,0,11.0,1.0,1.0,3.0,290.81,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,13.0,1,4.0,6,3,6,1,19.0,1.0,8.0,8.0,186.72,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
24.0,1,24.0,0,3.0,5,5,7,0,16.0,2.0,2.0,12.0,257.69,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
22.0,3,36.0,0,4.0,4,3,5,0,22.0,1.0,2.0,1.0,250.04000000000002,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11.0,1,18.0,1,2.0,4,5,3,0,15.0,1.0,1.0,2.0,162.88,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8.0,1,15.0,0,3.0,4,5,5,0,15.0,2.0,2.0,1.0,176.21,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5.0,1,6.0,1,3.0,3,5,5,0,14.0,1.0,1.0,2.0,140.87,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6.0,1,22.0,0,3.0,4,1,7,0,19.0,1.0,2.0,3.0,191.67,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2.0,1,14.0,1,2.0,3,2,2,0,19.0,0.0,1.0,5.0,123.4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
17.0,1,26.0,1,2.0,3,4,2,0,13.0,1.0,1.0,3.0,134.2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.0,1,17.0,1,3.0,2,3,4,0,17.0,3.0,3.0,3.0,145.73,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
6.0,1,13.0,1,2.0,3,3,2,0,20.0,0.0,2.0,8.0,159.68,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,8.0,1,4.0,4,3,2,0,13.0,2.0,2.0,3.0,158.75,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3.0,1,29.0,0,4.0,3,4,9,0,19.0,6.0,2.0,3.0,244.95999999999998,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
17.0,1,16.0,1,3.0,4,3,6,0,14.0,2.0,2.0,3.0,149.38,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24.0,3,7.0,0,4.0,4,3,2,0,13.0,1.0,2.0,14.0,188.47,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,21.0,0,3.0,4,3,3,0,17.0,2.0,2.0,1.0,140.14,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,1,8.0,0,2.0,3,2,1,0,18.0,0.0,2.0,2.0,142.27,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
8.0,1,28.0,0,3.0,1,4,8,0,18.0,5.0,6.0,3.0,219.95999999999998,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
11.0,1,6.0,0,2.0,1,1,1,0,13.0,0.0,1.0,8.0,176.25,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
25.0,3,9.0,1,2.0,4,5,2,0,11.0,1.0,1.0,16.0,268.56,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5.0,1,27.0,1,3.0,4,3,3,0,12.0,1.0,2.0,3.0,166.97,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,7.0,1,3.0,5,5,7,0,20.0,3.0,3.0,1.0,167.98,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,1,7.0,0,4.0,4,5,3,0,12.0,2.0,2.0,8.0,199.12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2.0,3,9.0,0,3.0,4,4,3,1,21.0,8.0,8.0,6.0,172.79,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9.0,1,6.0,0,3.0,3,3,8,0,14.0,1.0,1.0,2.0,122.32,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
10.0,1,17.0,1,2.0,3,1,2,1,14.0,1.0,1.0,3.0,221.85000000000002,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4.0,3,36.0,1,3.0,4,4,5,0,13.0,1.0,2.0,3.0,217.5,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
13.0,1,32.0,0,3.0,4,2,4,1,13.0,1.0,1.0,0.0,144.22,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
11.0,1,14.0,0,2.0,4,4,2,0,22.0,0.0,3.0,3.0,124.4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
18.0,1,13.0,0,2.0,3,3,5,1,19.0,0.0,1.0,2.0,144.77,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9.0,1,8.0,1,2.0,4,5,5,0,13.0,0.0,1.0,4.0,121.75999999999999,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
9.0,2,7.0,1,2.0,3,3,1,0,21.0,0.0,1.0,3.0,120.63999999999999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.0,1,16.0,1,3.0,3,3,2,1,11.0,1.0,1.0,2.0,129.36,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8.0,3,21.0,0,3.0,4,3,3,1,19.0,2.0,2.0,7.0,150.79,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
31.0,3,17.0,1,3.0,4,3,2,0,14.0,1.0,2.0,9.0,263.72,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.0,3,14.0,0,2.0,3,4,2,0,18.0,0.0,1.0,7.0,162.14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
14.0,3,8.0,0,3.0,3,5,8,0,16.0,1.0,11.0,8.0,265.95,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5.0,1,11.0,0,4.0,2,3,10,0,13.0,2.0,3.0,3.0,164.78,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
8.0,1,36.0,1,3.0,4,3,6,0,14.0,6.0,8.0,8.0,179.29,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
11.0,1,8.0,1,3.0,3,3,7,1,13.0,0.0,1.0,1.0,130.57,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29.0,1,9.0,1,3.0,5,5,9,0,15.0,4.0,7.0,3.0,292.56,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,1,15.0,0,3.0,4,4,6,0,12.0,1.0,2.0,8.0,199.03,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12.0,1,24.0,1,2.0,3,3,1,0,11.0,0.0,1.0,7.0,145.34,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4.0,1,10.0,1,3.0,4,1,6,0,16.0,2.0,2.0,5.0,145.97,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4.0,1,13.0,0,2.0,3,5,2,0,12.0,3.0,3.0,12.0,143.06,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1.0,1,6.0,1,3.0,5,3,3,0,13.0,1.0,2.0,3.0,155.33,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.0,1,17.0,1,2.0,3,5,2,1,13.0,2.0,3.0,3.0,147.41,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0,1,16.0,1,2.0,3,5,2,0,15.0,0.0,1.0,8.0,142.13,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
13.0,3,13.0,1,3.0,2,3,4,0,12.0,4.0,8.0,7.0,207.37,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
22.0,1,13.0,1,2.0,4,3,9,0,24.0,1.0,1.0,3.0,209.64999999999998,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4.0,1,10.0,0,4.0,4,3,3,0,21.0,2.0,2.0,1.0,145.83,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4.0,3,10.0,1,2.0,3,4,2,0,18.0,4.0,7.0,7.0,193.55,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3.0,1,10.0,1,3.0,4,5,3,1,19.0,1.0,2.0,6.0,172.23,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4.0,1,9.0,0,4.0,5,5,2,0,17.0,1.0,2.0,8.0,174.68,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.0,1,12.0,1,2.0,4,2,5,1,14.0,1.0,1.0,0.0,266.27,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22.0,1,13.0,1,2.0,3,4,4,0,14.0,0.0,1.0,7.0,204.66,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
16.0,1,15.0,1,3.0,3,3,4,1,13.0,1.0,4.0,7.0,156.79,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,1,23.0,0,4.0,4,5,6,1,17.0,2.0,3.0,3.0,150.87,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
13.0,3,14.0,1,2.0,3,3,4,1,14.0,1.0,1.0,3.0,167.96,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
13.0,3,34.0,1,2.0,4,5,5,1,13.0,0.0,2.0,0.0,208.54000000000002,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
9.0,1,34.0,1,3.0,4,3,4,0,17.0,1.0,2.0,8.0,193.83,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9.0,1,18.0,1,4.0,5,5,4,1,14.0,2.0,3.0,3.0,223.84,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
18.0,2,7.0,0,3.0,5,3,6,0,12.0,2.0,2.0,3.0,184.85,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,7.0,0,3.0,5,4,3,0,14.0,2.0,2.0,1.0,153.36,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6.0,3,14.0,0,2.0,4,2,1,0,19.0,2.0,2.0,2.0,123.41999999999999,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,1,18.0,0,4.0,5,5,3,1,16.0,2.0,2.0,1.0,151.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
22.0,1,24.0,1,2.0,4,3,2,1,15.0,0.0,1.0,9.0,295.02,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4.0,1,16.0,0,2.0,3,3,5,0,20.0,3.0,4.0,3.0,210.31,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
18.0,1,13.0,1,2.0,3,5,3,0,17.0,0.0,1.0,0.0,197.24,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2.0,1,8.0,1,2.0,3,1,2,0,19.0,0.0,1.0,3.0,188.53,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10.0,1,7.0,0,4.0,6,5,4,1,22.0,6.0,8.0,3.0,227.52,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2.0,1,8.0,0,3.0,3,4,1,0,13.0,0.0,1.0,2.0,131.8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5.0,2,9.0,1,4.0,5,5,5,0,13.0,1.0,2.0,1.0,189.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
13.0,1,7.0,0,4.0,5,2,3,0,17.0,1.0,2.0,9.0,252.42000000000002,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19.0,1,9.0,1,4.0,5,1,11,0,15.0,2.0,12.0,9.0,292.92,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.0,1,21.0,1,2.0,3,3,8,0,14.0,0.0,1.0,0.0,148.34,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3.0,1,36.0,1,4.0,6,3,10,0,18.0,2.0,2.0,7.0,188.84,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,12.0,1,4.0,4,1,3,0,16.0,1.0,2.0,1.0,135.51,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7.0,1,14.0,1,2.0,1,3,3,0,12.0,0.0,1.0,2.0,144.04,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6.0,1,12.0,0,4.0,5,4,5,0,13.0,2.0,3.0,6.0,183.78,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4.0,1,10.0,1,3.0,4,2,6,0,16.0,1.0,2.0,5.0,145.97,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
13.0,1,15.0,1,2.0,3,3,4,0,11.0,0.0,1.0,7.0,139.75,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
8.0,3,17.0,1,3.0,4,3,3,1,15.0,2.0,2.0,8.0,165.01,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1,24.0,1,3.0,4,4,2,1,17.0,1.0,2.0,2.0,155.58,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8.0,1,7.0,1,3.0,4,1,3,0,13.0,2.0,9.0,9.0,151.91,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1.0,1,9.0,1,3.0,5,5,9,0,12.0,1.0,2.0,1.0,150.61,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
13.0,1,12.0,0,3.0,3,3,8,0,15.0,4.0,2.0,13.0,232.37,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14.0,1,7.0,1,3.0,4,1,10,0,20.0,1.0,2.0,1.0,149.06,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.0,1,14.0,1,2.0,4,3,2,0,13.0,2.0,2.0,2.0,125.38999999999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7.0,3,17.0,1,3.0,4,3,3,0,15.0,1.0,2.0,10.0,179.87,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7.0,1,25.0,1,3.0,3,1,1,0,11.0,0.0,1.0,2.0,126.61000000000001,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
27.0,3,9.0,1,3.0,4,3,8,0,14.0,1.0,16.0,3.0,273.52,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
20.0,1,8.0,0,3.0,3,2,6,0,13.0,0.0,1.0,4.0,150.7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
11.0,3,15.0,1,3.0,4,4,1,0,19.0,0.0,1.0,2.0,128.99,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3.0,3,31.0,1,2.0,4,4,3,1,12.0,1.0,1.0,0.0,190.94,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
7.0,3,14.0,0,2.0,4,4,2,0,18.0,1.0,2.0,3.0,168.02,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18.0,1,12.0,1,3.0,5,3,5,0,15.0,1.0,2.0,4.0,156.62,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10.0,1,15.0,0,4.0,3,5,11,0,15.0,1.0,2.0,6.0,242.13,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24.0,1,9.0,1,4.0,4,3,4,1,15.0,8.0,8.0,8.0,317.37,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5.0,3,11.0,1,2.0,3,4,2,0,14.0,2.0,5.0,3.0,165.24,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
20.0,1,14.0,1,2.0,3,3,5,0,24.0,0.0,1.0,0.0,124.78999999999999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
3.0,3,14.0,1,3.0,3,4,2,0,18.0,1.0,1.0,0.0,124.75999999999999,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
28.0,2,32.0,1,3.0,1,4,5,1,15.0,1.0,1.0,4.0,296.36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
9.0,1,8.0,0,2.0,3,4,10,1,11.0,4.0,5.0,12.0,154.1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,3,10.0,1,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
9.0,3,19.0,0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,120.33000000000001,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8.0,1,12.0,1,3.0,5,1,3,0,15.0,5.0,5.0,14.0,164.86,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5.0,3,16.0,1,2.0,3,1,2,0,12.0,1.0,1.0,8.0,153.96,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.0,3,16.0,0,3.0,4,3,2,0,12.0,1.0,1.0,0.0,112.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.0,3,8.0,1,2.0,5,1,4,0,20.0,0.0,1.0,0.0,150.71,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11.0,3,26.0,1,3.0,4,4,3,1,14.0,1.0,2.0,10.0,201.42,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
11.0,3,9.0,1,2.0,3,1,9,1,12.0,1.0,1.0,0.0,168.61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
12.0,1,30.0,1,3.0,4,1,11,0,15.0,1.0,2.0,3.0,182.45,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
14.0,1,12.0,1,2.0,3,5,3,1,13.0,1.0,2.0,17.0,147.21,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7.0,1,14.0,0,2.0,1,3,1,0,17.0,1.0,1.0,0.0,125.85,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
10.0,1,16.0,1,3.0,2,2,4,0,17.0,1.0,1.0,0.0,146.8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
16.0,1,15.0,1,3.0,3,3,4,1,13.0,2.0,4.0,7.0,156.79,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,31.0,1,4.0,4,3,5,1,19.0,1.0,2.0,6.0,264.73,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4.0,3,12.0,0,3.0,4,2,4,0,13.0,3.0,8.0,3.0,219.19,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1.0,2,30.0,0,3.0,4,5,11,1,16.0,2.0,2.0,3.0,224.5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
